"millions of…","何百万もの…","A1"
"mobile phone","携帯電話","A1"
"more than…","より多い…","A1"
"next time","次回","A1"
"next year","来年","A1"
"next month","来月","A1"
"next week","来週","A1"
"No problem","問題ない","A1"
"of course","もちろん","A1"
"Oh no!","なんてこった！","A1"
"Oh yes","そうそう","A1"
"old friend","古い友人","A1"
"once a…","一度…","A1"
"once a month","月に一度","A1"
"once a week","週に一度","A1"
"once a year","年に一度","A1"
"one day","ある日","A1"
"on holiday","休日に","A1"
"on Monday","月曜日に","A1"
"on Tuesday, etc.","火曜日などに","A1"
"on television","テレビで","A1"
"on the television","テレビで","A1"
"on the beach","ビーチで","A1"
"on the floor","床の上に","A1"
"on the internet","インターネット上で","A1"
"on the left","左に","A1"
"on the right","右側に","A1"
"on the phone","電話で","A1"
"be on the phone","電話中です","A1"
"talk on the phone","電話で話す","A1"
"on TV","テレビがあります","A1"
"out of sth","何かから","A1"
"over there","そちら側","A1"
"pay for sth","何かの代金を支払う","A1"
"phone call","電話","A1"
"phone number","電話番号","A1"
"plan for sth","何かを計画する","A1"
"make plans for sth","何かの計画を立てる","A1"
"What are your plans for","あなたの計画は何ですか","A1"
"next year?","来年？","A1"
"play with sb/sth","誰か/何かと遊ぶ","A1"
"post office","郵便局","A1"
"pretty good","かなり良い","A1"
"really enjoy","本当に楽しんでください","A1"
"I really enjoyed it.","本当に楽しかったです。","A1"
"really good","本当に良い","A1"
"really like","本当に好きです","A1"
"I’d really like to…","本当にそうしたいのですが…","A1"
"right now","今すぐ","A1"
"See you","またね","A1"
"See you around","またね","A1"
"See you later","また後で","A1"
"See you soon","また近いうちにお会いしましょう","A1"
"sit down","座って下さい","A1"
"someone else","他の誰か","A1"
"something else","何か他のもの","A1"
"speak to sb","誰かに話す","A1"
"spend time","時間を過ごす","A1"
"spend time doing sth","何かをして時間を費やす","A1"
"spend time with sb","誰かと一緒に時間を過ごす","A1"
"stand up","立ち上がる","A1"
"stay in","泊まる","A1"
"stay in a hotel","ホテルに泊まる","A1"
"stay in bed","ベッドにいてください","A1"
"I’m staying in tonight.","今夜は泊まっています。","A1"
"such as","のような","A1"
"swimming pool","スイミングプール","A1"
"talk about sb/sth","誰か/何かについて話す","A1"
"thank you","ありがとう","A1"
"thank you very much","どうもありがとうございます","A1"
"that day","その日","A1"
"the 20th century","20世紀","A1"
"the 21st century","21世紀","A1"
"the 19th century","19世紀","A1"
"the next day","次の日","A1"
"there is","がある","A1"
"there are","がある","A1"
"there was","ありました","A1"
"there were","あった","A1"
"think about sb/sth","誰か/何かについて考える","A1"
"think of sb/sth","誰か/何かのことを考える","A1"
"This is…","これは…","A1"
"This is my dad.","これは私の父です。","A1"
"this kind of…","この種の…","A1"
"this morning","今朝","A1"
"this afternoon","今日の午後","A1"
"this evening","今晩","A1"
"this time","この時","A1"
"this year","今年","A1"
"this summer","この夏","A1"
"this weekend","今週末","A1"
"thousands of…","何千もの…","A1"
"too long","長すぎる","A1"
"too far","遠すぎる","A1"
"too hard","難しすぎる","A1"
"too much","過度に","A1"
"too many","多すぎる","A1"
"town centre","町の中心部","A1"
"in the town centre","町の中心部で","A1"
"TV show","テレビ番組","A1"
"wait for sb/sth","誰か/何かを待つ","A1"
"wake up","起きろ","A1"
"welcome to sth","何かへようこそ","A1"
"What about…?","どうでしょうか…？","A1"
"work as sth","何かとして働く","A1"
"work for sb/sth","誰か/何かのために働く","A1"
"work hard","一生懸命働く","A1"
"work together","一緒に働く","A1"
"work together for sth","何かのために一緒に働く","A1"
"work together to do sth","協力して何かをする","A1"
"work with sb","誰かと一緒に仕事をする","A1"
"would like","欲しいです","A1"
"I would like…","をお願いします…","A1"
"I would like to…","私はしたいと思います…","A1"
"Would you like…?","よろしいでしょうか…？","A1"
"X hours a day","1日X時間","A1"
"X times a…","X回…","A1"
"X times a day","1日X回","A1"
"X times a week","週に X 回","A1"
"X years ago","X年前","A1"
"X days ago","X日前","A1"
"X months ago","Xか月前","A1"
"X weeks ago","X週間前","A1"
"X years later","X年後","A1"
"X days later","X日後","A1"
"X minutes later","X分後","A1"
"X years old","X歳","A1"
"You’re welcome","どういたしまして","A1"
"a bit","少し","A2"
"able to do sth","何かができる","A2"
"a couple of sth","いくつかの何か","A2"
"add to sth","何かに追加する","A2"
"again and again","何度も何度も","A2"
"all about…","すべてについて…","A2"
"Tell me all about it.","それについてすべて教えてください。","A2"
"all kinds of…","あらゆる種類の…","A2"
"all over…","いたるところ…","A2"
"all over the world","世界中で","A2"
"all sorts of…","あらゆる種類の…","A2"
"all the time","いつも","A2"
"a long time ago","ずっと前に","A2"
"a long way","長い道のり","A2"
"a number of sth","何かの数","A2"
"a large number of sth","大量の何か","A2"
"apply for sth","何かを申請する","A2"
"art gallery","アートギャラリー","A2"
"as a result","結果として","A2"
"as a result of sth","何かの結果として","A2"
"as part of sth","何かの一部として","A2"
"as part of a team","チームの一員として","A2"
"as soon as","出来るだけ早く","A2"
"as well","同じように","A2"
"as well as sb/sth","誰か/何かと同様に","A2"
"at first","初めに","A2"
"at least","少なくとも","A2"
"at the age of…","の年齢で…","A2"
"at the start of sth","何かの始まりに","A2"
"at the time","当時","A2"
"at that time","その時","A2"
"at the time of sth","何かの時に","A2"
"at the top","一番上にある","A2"
"at the top of sth","何かの上にある","A2"
"based on sth","何かに基づいて","A2"
"be allowed to do sth","何かをすることを許される","A2"
"believe in sb/sth","誰か/何かを信じます","A2"
"belong to sb","誰かのものです","A2"
"belong to sth","何かに属している","A2"
"be made of sth","何かでできている","A2"
"by the end of sth","何かの終わりまでに","A2"
"care about sth","何かを気にする","A2"
"carry on","続ける","A2"
"carry on with sth","何かを続けていく","A2"
"carry sth out","何かを実行する","A2"
"check in","チェックイン","A2"
"check in at…","チェックインは…","A2"
"check sth in","何かをチェックインする","A2"
"check out","チェックアウト","A2"
"check out of sth","何かをチェックアウトする","A2"
"climate change","気候変動","A2"
"close to sb/sth","誰か/何かの近くに","A2"
"come back","戻ってくる","A2"
"Come on!","来て！","A2"
"connected to sth","何かとつながっている","A2"
"connected with sb/sth","誰か/何かとつながっている","A2"
"credit card","クレジットカード","A2"
"deal with sb","誰かと対処する","A2"
"deal with sth","何かに対処する","A2"
"depend on sb/sth","誰か/何かに依存する","A2"
"depend on sb/sth for sth","何かのために誰か/何かに依存する","A2"
"depend on sth","何かに依存する","A2"
"do well","うまくやる","A2"
"each one","それぞれ","A2"
"end with sth","何かで終わる","A2"
"even more…","さらに…","A2"
"even more difficult","さらに難しい","A2"
"even more exciting","さらにエキサイティングな","A2"
"everyone else","他のみんな","A2"
"except for","を除いて","A2"
"fall in love","恋に落ちる","A2"
"fall in love with sb","誰かに恋をする","A2"
"fall off","落ちる","A2"
"fall off sth","何かから落ちる","A2"
"far away","遠く離れた","A2"
"feel good","気持ちいい","A2"
"feel like sth","何かのような気がする","A2"
"fill sth in","何かを埋める","A2"
"find it difficult to do sth","何かをするのが難しいと感じる","A2"
"first of all","初めに","A2"
"focus on sb/sth","誰か/何かに焦点を当てる","A2"
"followed by sb/sth","誰か/何かが後に続く","A2"
"for the rest of sth","何かの残りのために","A2"
"for this reason","このため","A2"
"get back","戻ってください","A2"
"get better","良くなる","A2"
"get lost","迷子になる","A2"
"get out","出て行け","A2"
"get out of sth","何かから抜け出す","A2"
"give up","あきらめる","A2"
"give sth up","何かを諦める","A2"
"go and…","行って…","A2"
"go and get help","行って助けを求めてください","A2"
"go away","どこかに行って","A2"
"go down","下に行く","A2"
"Prices are going down.","価格は下がってきています。","A2"
"go down sth","何かを降りる","A2"
"Go down the road.","道を下ってください。","A2"
"go for sth","何かをしに行く","A2"
"go for a walk","散歩に行く","A2"
"go up","上がる","A2"
"Prices are going up.","価格は上昇しています。","A2"
"good luck","幸運を","A2"
"happen to sb/sth","誰か/何かに起こる","A2"
"happy with sb/sth","誰か/何かと幸せ","A2"
"have a look","見てください","A2"
"have a look at sth","何かを見てください","A2"
"have got to","しなければならない","A2"
"Have you ever…?","今までに…？","A2"
"health problems","健康上の問題","A2"
"hear about sb/sth","誰か/何かについて聞く","A2"
"I don’t care","私は気にしない","A2"
"if necessary","必要に応じて","A2"
"if you want to","あなたがしたい場合は、","A2"
"I guess","私は推測する","A2"
"I’m afraid…","私は怖いです…","A2"
"I mean","つまり","A2"
"in business","ビジネスで","A2"
"in danger","危険にさらされている","A2"
"in history","歴史の中で","A2"
"the first time in history","歴史上初めて","A2"
"in hospital","入院中","A2"
"in love","恋愛中","A2"
"in love with sb","誰かに恋をしている","A2"
"in prison","刑務所で","A2"
"in some cases","場合によっては","A2"
"instead of","の代わりに","A2"
"in the air","空中で","A2"
"in the end","最後に","A2"
"in the middle","真ん中に","A2"
"in the middle of sth","何かの途中で","A2"
"in the same way","同じように","A2"
"in this way","このようにして","A2"
"it depends","場合によります","A2"
"it all depends","それはすべて次第です","A2"
"I think so","そう思います","A2"
"I don’t think so","私はそうは思わない","A2"
"lead to sth","何かにつながる","A2"
"less than…","未満…","A2"
"Let me…","私にさせて…","A2"
"Let me help you.","お手伝いさせてください。","A2"
"let me know","お知らせ下さい","A2"
"look after sb/sth/yourself","誰か/何か/自分自身の世話をする","A2"
"look back at sth","何かを振り返る","A2"
"Look back at your notes.","メモを振り返ってください。","A2"
"look sth up","何か調べてみる","A2"
"make a mistake","間違いを犯す","A2"
"make money","お金を稼ぐ","A2"
"make sense","意味をなす","A2"
"make sure","確認する","A2"
"make sure of sth","何かを確かめてください","A2"
"make sure that…","それを確認してください…","A2"
"much better","はるかに良い","A2"
"not at all","全くない","A2"
"I didn’t enjoy it at all.","まったく楽しめませんでした。","A2"
"no way","とんでもない","A2"
"No way!","とんでもない！","A2"
"There is no way (that)…","(そんなことは)ありえない…","A2"
"Oh dear","まあ","A2"
"Oh well","しかたがない","A2"
"on earth","地球上で","A2"
"on the ground","地上で","A2"
"on the other side","向こう側に","A2"
"on the other side of sth","何かの向こう側に","A2"
"on the wall","壁の上に","A2"
"on time","時間通りに","A2"
"on top of sth/sb","何か/誰かの上に","A2"
"one or two","1つまたは2つ","A2"
"ordinary people","普通の人","A2"
"pay attention","注意してください","A2"
"pay attention to sb/sth","誰か/何かに注意を払う","A2"
"per hour","1時間あたり","A2"
"kilometres per hour","時速キロメートル","A2"
"miles per hour","時速マイル","A2"
"pick sb/sth up","誰か/何かを拾う","A2"
"police officer","警察官","A2"
"police station","警察署","A2"
"public transport","公共交通機関","A2"
"put sth on","何かを着る","A2"
"quite a lot","かなりたくさん","A2"
"quite a lot of sth","かなりたくさんの何か","A2"
"reasons why","理由","A2"
"refer to sb/sth","誰か/何かを指す","A2"
"refer to sb/sth as sth","誰か/何かを何かと呼ぶ","A2"
"report on sth","何かについて報告する","A2"
"respond to sth/sb","何か/誰かに応答する","A2"
"save money","お金を節約する","A2"
"science fiction","SF","A2"
"search for sth/sb","何か/誰かを探す","A2"
"so that…","となることによって…","A2"
"solution to sth","何かの解決策","A2"
"sort of sth","ある種のこと","A2"
"What sorts of things do you do?","どんなことをするのですか？","A2"
"sound like sb/sth","誰か/何かのように聞こえる","A2"
"start with sb/sth","誰か/何かから始める","A2"
"such a/an…","そんな…","A2"
"such a good idea","とても良いアイデアです","A2"
"take care of sb/sth/yourself","誰か/何か/自分自身の世話をする","A2"
"take off","脱ぐ","A2"
"take sth off","何かを脱ぐ","A2"
"take part","参加する","A2"
"take part in sth","何かに参加する","A2"
"take place","行われる","A2"
"the best thing","一番いいこと","A2"
"the best thing to do","やるべき最善のこと","A2"
"the first thing","最初のこと","A2"
"the first thing I did","私が最初にしたこと","A2"
"the following…","次の…","A2"
"the following day","翌日","A2"
"the important thing","重要なこと","A2"
"the most important thing","最も重要なこと","A2"
"the other side of sth","何かの向こう側","A2"
"the other side of the world","世界の反対側","A2"
"the rest of sth","何かの残り","A2"
"the rest of the world","世界の残りの部分","A2"
"these days","最近","A2"
"they say…","彼らは言います…","A2"
"They say you can’t buy","買えないって言われてる","A2"
"happiness.","幸せ。","A2"
"throw sth away","何かを捨てる","A2"
"turn sth off","何かをオフにする","A2"
"turn sth on","何かをオンにする","A2"
"up and down","上下","A2"
"Why not…?","なぜだめですか…？","A2"
"work out","いい結果","A2"
"worried about sb/sth","誰か/何かのことが心配です","A2"
"would love to do sth","何かをしたいと思っています","A2"
"write sth down","何かを書き留める","A2"
"a bit more","もう少し","B1"
"a bit of sth","少し何か","B1"
"access to sth","何かへのアクセス","B1"
"after all","結局","B1"
"a great deal","かなりの","B1"
"a great deal better","ずっと良くなりました","B1"
"a great deal of sth","たくさんの何か","B1"
"aim to do sth","何かをすることを目標にする","B1"
"a kind of…","一種の…","B1"
"I had a kind of feeling this","こんな感じだったんだけど","B1"
"might happen.","起こるかもしれない。","B1"
"a little bit","若干","B1"
"a little more","もう少し","B1"
"along with sb/sth","誰か/何かと一緒に","B1"
"a lot more","もっとたくさん","B1"
"alternative to sth","何かの代わりになるもの","B1"
"and so on","等々","B1"
"apart from","とは別に","B1"
"a range of sth","何かの範囲","B1"
"a wide range of sth","広範囲にわたる何か","B1"
"as if…","まるで…","B1"
"as if nothing had happened","何も起こらなかったかのように","B1"
"as much as","できるだけ","B1"
"as soon as possible","できるだけ早く","B1"
"at last","やっと","B1"
"at risk","危険にさらされている","B1"
"at times","時々","B1"
"attached to sb/sth","誰か/何かに執着する","B1"
"a variety of sth","いろいろな何か","B1"
"be about to do sth","何かをしようとしている","B1"
"be going on","続いている","B1"
"What’s going on?","どうしたの？","B1"
"be known as sb/sth","誰か/何かとして知られる","B1"
"benefit from sth","何かから恩恵を受ける","B1"
"be supposed to do sth","何かをするはずだ","B1"
"be supposed to be sth","何かあるはずだ","B1"
"break up","別れる","B1"
"break up with sb","誰かと別れる","B1"
"by the time (that)…","その時までに（それは）…","B1"
"can’t afford sth","何かを買う余裕がない","B1"
"can’t afford to do sth","何かをする余裕がない","B1"
"care for sb","誰かの世話をする","B1"
"caused by sth","何かが原因で","B1"
"check sb/sth out","誰か/何かをチェックしてください","B1"
"choose to do sth","何かをすることを選択する","B1"
"clean up","掃除","B1"
"clean sth up","何かをきれいにする","B1"
"click on sth","何かをクリックしてください","B1"
"come up with sth","何かを思いつく","B1"
"compared with sth","何かと比べて","B1"
"concentrate on sth","何かに集中する","B1"
"consist of sb/sth","誰か/何かで構成されています","B1"
"decide on sth","何かを決める","B1"
"depending on","に応じて","B1"
"developing countries","発展途上国","B1"
"due to sb/sth","誰か/何かのせいで","B1"
"economic growth","経済成長","B1"
"end up","終わる","B1"
"even if","たとえ","B1"
"even though","それでも","B1"
"exactly the same","全く同じです","B1"
"experience in sth","何かの経験","B1"
"fail to do sth","何かをするのに失敗する","B1"
"fall asleep","眠りにつく","B1"
"far more","はるかに","B1"
"far more important","はるかに重要な","B1"
"far more opportunities","はるかに多くのチャンス","B1"
"far too","あまりにも遠い","B1"
"far too much homework","宿題が多すぎる","B1"
"fed up","うんざり","B1"
"for a while","しばらくの間","B1"
"for free","無料で","B1"
"for instance","例えば","B1"
"for life","一生","B1"
"a job for life","一生の仕事","B1"
"for long","長い間","B1"
"for some time","しばらくの間","B1"
"get on with sb","誰かと仲良くなる","B1"
"get to know sb","誰かと知り合う","B1"
"get used to sth","何かに慣れる","B1"
"get used to doing sth","何かをすることに慣れる","B1"
"global warming","地球温暖化","B1"
"go ahead","どうぞ","B1"
"go ahead with sth","何かを進めてください","B1"
"go wrong","間違ってしまう","B1"
"growth in sth","何かの成長","B1"
"have no idea","分からない","B1"
"have sth in common","何か共通点がある","B1"
"have sth in common with sb","誰かと何か共通点がある","B1"
"have sth in common with sth","何かと共通点がある","B1"
"hear of sb/sth","誰か/何かのことを聞く","B1"
"heart disease","心臓病","B1"
"high street","大通り","B1"
"higher education","高等教育","B1"
"if I were you","私があなただったら","B1"
"in addition","加えて","B1"
"in addition to sb/sth","誰か/何かに加えて","B1"
"in a way that...","ある意味では...","B1"
"in case…","万一に備えて…","B1"
"just in case…","念のため…","B1"
"in charge of sb/sth","誰か/何かを担当する","B1"
"in contrast","対照的に","B1"
"in contrast to sb/sth","誰か/何かとは対照的に","B1"
"in favour of sb/sth","誰か/何かを支持して","B1"
"in general","一般的に","B1"
"in order of sth","何かの順番で","B1"
"in order to do sth","何かをするために","B1"
"in other words","言い換えると","B1"
"in particular","特に","B1"
"in public","公の場で","B1"
"in recent years","近年では","B1"
"in response to sth","何かに応じて","B1"
"in terms of sth","何かに関して","B1"
"in the case of sth","何かの場合に","B1"
"in the form of sb/sth","誰か/何かの形で","B1"
"in the way (that)…","途中で（それは）…","B1"
"in this case","この場合","B1"
"in time","時間内に","B1"
"in time for sth","何かに間に合うように","B1"
"in time to do sth","何かをするのに間に合うように","B1"
"in touch","連絡中","B1"
"be in touch","連絡を取ってください","B1"
"get in touch","連絡する","B1"
"keep in touch","連絡を取り合う","B1"
"in touch with sb","誰かと連絡を取っている","B1"
"I wonder if…","どうかな…","B1"
"leave sb/sth out","誰か/何かを除外する","B1"
"likely to do sth","何かをする可能性が高い","B1"
"look forward to sth","何かを楽しみにしています","B1"
"look out","外を見る","B1"
"make a difference","違いを生む","B1"
"make sth up","何かをでっち上げる","B1"
"manage to do sth","なんとか何かをする","B1"
"mean to do sth","何かをするという意味","B1"
"I didn’t mean to.","そんなつもりはなかった。","B1"
"more and more","ますます","B1"
"move on","進む","B1"
"move on to sth","何かに進む","B1"
"no longer","もはや","B1"
"not any longer","もうだめだ","B1"
"no more than…","それ以上ではない…","B1"
"not even","均等ではない","B1"
"I didn’t even see it.","私も見ませんでした。","B1"
"not necessarily","必ずしもではない","B1"
"not only","だけでなく","B1"
"not only… but also…","…だけでなく…","B1"
"on a regular basis","定期的に","B1"
"on my own","自分で","B1"
"on their own","自分たちで","B1"
"on your own","自分で","B1"
"on the other hand","一方で","B1"
"on the street","路上で","B1"
"on the streets","路上で","B1"
"on the way","途中で","B1"
"or something","か何か","B1"
"or somebody","または誰か","B1"
"or somewhere","またはどこか","B1"
"or two","または2つ","B1"
"a day or two","1日か2日","B1"
"a moment or two","一瞬か二分","B1"
"a pound or two","1ポンドか2ポンド","B1"
"ought to","すべきだ","B1"
"out there","そこにいる","B1"
"over the years","何年にもわたって","B1"
"over time","時間とともに","B1"
"participate in sth","何かに参加する","B1"
"point of view","視点","B1"
"point out","指摘する","B1"
"point sth out","何かを指摘する","B1"
"point out that…","それを指摘してください…","B1"
"prepared to do sth","何かをする準備ができている","B1"
"primary school","小学校","B1"
"prime minister","首相","B1"
"put sth up","何かを置く","B1"
"quite a…","かなり…","B1"
"quite a good player","かなり良い選手","B1"
"quite a long time","かなり長い間","B1"
"raise money","お金を集める","B1"
"raise money for sth","何かのためにお金を集める","B1"
"rather than","それよりも","B1"
"reaction to sth","何かに対する反応","B1"
"relate to sth/sb","何か/誰かに関係する","B1"
"relating to sth/sb","何か/誰かに関係する","B1"
"related to sth/sb","何か/誰かに関係する","B1"
"respect for sb/sth","誰か/何かに対する敬意","B1"
"result in sth","結果として何かが生まれる","B1"
"rise in sth","何かで上がる","B1"
"a rise in the number of visitors","訪問者数の増加","B1"
"run out","なくなる","B1"
"run out of sth","何かが足りなくなる","B1"
"search engine","検索エンジン","B1"
"secondary school","中等学校","B1"
"set sth up","何かを設定する","B1"
"slow down","減速する","B1"
"so far","これまでのところ","B1"
"some kind of…","ある種の…","B1"
"succeed in doing sth","何かをすることに成功する","B1"
"suffer from sth","何かに苦しむ","B1"
"sure to do sth","必ず何かをする","B1"
"take sb/sth on","誰か/何かを引き受ける","B1"
"take up sth","何かを取り上げる","B1"
"take up too much room","スペースを取りすぎます","B1"
"take sth up","何かを取り上げる","B1"
"take up golf","ゴルフを始める","B1"
"tell the truth","真実を言う","B1"
"tend to do sth","何かをする傾向がある","B1"
"tend to be sth","何かになりやすい","B1"
"thanks to sb/sth","誰か/何かのおかげで","B1"
"that’s it","それでおしまい","B1"
"the case","ケース","B1"
"be the case that…","そうなるかもしれません…","B1"
"the fact that…","という事実…","B1"
"those who…","…という人たち","B1"
"There are those who say…","という人もいますが…","B1"
"to do with sb/sth","誰か/何かと関係がある","B1"
"be to do with sb/sth","誰か/何かと関係がある","B1"
"have to do with sb/sth","誰か/何かと関係がある","B1"
"together with","と共に","B1"
"too bad","残念な","B1"
"try and…","試してみて…","B1"
"turn out","消す","B1"
"turn out to be sth","何かになる","B1"
"turn sth up","何かを変える","B1"
"unable to do sth","何かができない","B1"
"up to sth","何かまで","B1"
"up to 60 miles per hour","時速60マイルまで","B1"
"way of life","生き方","B1"
"well known","よく知られている","B1"
"work on sth","何かに取り組む","B1"
"work sth out","何かを解決する","B1"
"wrong with sb/sth","誰か/何かと間違っている","B1"
"you see","分かりますか","B1"
"a bit of a…","ちょっと…","B2"
"account for sth","何かの責任を負う","B2"
"accused of sth","何かの容疑で告発される","B2"
"act as sth","何かとして行動する","B2"
"aimed at sb","誰かを狙った","B2"
"aimed at doing sth","何かをすることを目的とした","B2"
"all the way","ずっと","B2"
"a means of sth","何かの手段","B2"
"a means of communication","コミュニケーション手段","B2"
"a means of transport","交通手段","B2"
"appeal to sb","誰かにアピールする","B2"
"apply to sb/sth","誰か/何かに当てはまる","B2"
"as a whole","全体として","B2"
"as far as I am concerned","私に関する限り","B2"
"as follows…","次のように…","B2"
"as for sb/sth","誰か/何かについて","B2"
"as long as…","に限って…","B2"
"associated with sth","何かに関連した","B2"
"associated with doing sth","何かをすることに関連した","B2"
"as though…","まるで…","B2"
"at once","すぐに","B2"
"at present","現在のところ","B2"
"at some point","ある時点で","B2"
"at the end of the day","一日の終わりに","B2"
"at this point","この時点で","B2"
"at this stage","この段階で","B2"
"awareness of sth","何かの気づき","B2"
"back sb/sth up","誰か/何かをバックアップする","B2"
"be charged with sth","何かの罪に問われる","B2"
"be charged with doing sth","何かをしたとして告発される","B2"
"be derived from sth","何かに由来する","B2"
"be expected to do sth","何かをすることが期待される","B2"
"be known to do sth","何かをすることが知られる","B2"
